;CL00_PV_Solar_all;CL01_PV_Solar_all;CL02_PV_Solar_all;CL03_PV_Solar_all;CL04_PV_Solar_all;CL05_PV_Solar_all;CL06_PV_Solar_all
296;0,22634539062331913;0,22766061049126587;0,18905977518149644;0,22491163999802577;0,20022967089356153;0,18926185055019887;0,21820628857706031
297;0,32814021591962755;0,33368171059747476;0,3083907093529283;0,32467014412921436;0,29750557051681326;0,29523227386040835;0,3152922389947027
298;0,3833810876413739;0,3927171644416651;0,38264209836040797;0,3788318040085167;0,35101083459037924;0,3578351768013724;0,3678131900758739
299;0,3848747562959642;0,39786983515182195;0,4029216048237986;0,3795676199450786;0,35417080801379036;0,3689419684578155;0,36830764140778477
300;0,3322525363007076;0,3487288056975004;0,3672826376980148;0,3267703339837394;0,30552962181071736;0,32696809428226464;0,31638299639863116
301;0,23306351995545949;0,2525560533120337;0,268514693652143;0,22787482347586072;0,2110897701436864;0,23723018462214585;0,21825032193818159
302;0,10382188531256795;0,12203145664661424;0,1399185512868343;0,0995699178098425;0,08733115274526763;0,11286169767314053;0,09104069675288941
303;0,0005082977719893112;0,0004253790773287823;0,023918943762405925;7,934846401247077e-05;0,0;0,0023902078111247465;0,0
304;0,0;0,0;0,0;0,0;0,0;0,0;0,0
305;0,0;0,0;0,0;0,0;0,0;0,0;0,0
306;0,0;0,0;0,0;0,0;0,0;0,0;0,0
307;0,0;0,0;0,0;0,0;0,0;0,0;0,0
308;0,0;0,0;0,0;0,0;0,0;0,0;0,0
309;0,0;0,0;0,0;0,0;0,0;0,0;0,0
310;0,0;0,0;0,0;0,0;0,0;0,0;0,0
311;0,0;0,0;0,0;0,0;0,0;0,0;0,0
312;0,0;0,0;0,0;0,0;0,0;0,0;0,0
313;0,0;0,0;0,0;0,0;0,0;0,0;0,0
314;0,0;0,0;0,0;0,0;0,0;0,0;0,0
315;0,0;0,0;0,0;0,0;0,0;0,0;0,0
316;0,0;0,0;0,0;0,0;0,0;0,0;0,0
317;0,0;0,0;0,0;0,0;0,0;0,0;0,0
318;0,0;0,0;0,0;0,0;0,0;0,0;0,0
319;0,08080356525715084;0,07925086361842164;0,029237873734033328;0,0593951469815687;0,044119256072630036;0,030174280949251737;0,07146470512721911
320;0,19676411320077766;0,14731257795452712;0,11615761438863748;0,15334728154501795;0,1206245565889685;0,10480389247085396;0,15946390352135514
